attack,switches,rate,image,label,score
chi,001,0.05,72604.png,stego,0.0
rs,001,0.05,72604.png,stego,0.009
spa,001,0.05,72604.png,stego,0.023845
chi,001,0.05,72668.png,stego,0.0
rs,001,0.05,72668.png,stego,-0.025856
spa,001,0.05,72668.png,stego,0.002545
chi,001,0.05,72693.png,stego,0.0
rs,001,0.05,72693.png,stego,0.265826
spa,001,0.05,72693.png,stego,0.184251
chi,001,0.05,73001.png,stego,0.0
rs,001,0.05,73001.png,stego,0.062879
spa,001,0.05,73001.png,stego,0.070536
chi,001,0.05,73386.png,stego,0.0
rs,001,0.05,73386.png,stego,0.086259
spa,001,0.05,73386.png,stego,0.110654
chi,001,0.05,73564.png,stego,0.0
rs,001,0.05,73564.png,stego,-0.010464
spa,001,0.05,73564.png,stego,-0.017734
chi,001,0.05,73793.png,stego,0.0
rs,001,0.05,73793.png,stego,0.014114
spa,001,0.05,73793.png,stego,-0.017887
chi,001,0.05,74086.png,stego,0.0
rs,001,0.05,74086.png,stego,0.006619
spa,001,0.05,74086.png,stego,0.014483
chi,001,0.05,74594.png,stego,0.999987
rs,001,0.05,74594.png,stego,0.062331
spa,001,0.05,74594.png,stego,-0.027771
chi,001,0.05,75526.png,stego,0.956153
rs,001,0.05,75526.png,stego,-0.017637
spa,001,0.05,75526.png,stego,-0.019274
chi,001,0.05,75881.png,stego,0.0
rs,001,0.05,75881.png,stego,0.016927
spa,001,0.05,75881.png,stego,0.014394
chi,001,0.05,75915.png,stego,0.0
rs,001,0.05,75915.png,stego,0.009808
spa,001,0.05,75915.png,stego,0.005399
chi,001,0.05,76485.png,stego,0.0
rs,001,0.05,76485.png,stego,0.214429
spa,001,0.05,76485.png,stego,0.139394
chi,001,0.05,76570.png,stego,9.8e-05
rs,001,0.05,76570.png,stego,0.067776
spa,001,0.05,76570.png,stego,-0.089243
chi,001,0.05,77111.png,stego,0.14227
rs,001,0.05,77111.png,stego,-0.04436
spa,001,0.05,77111.png,stego,0.151001
chi,001,0.05,77129.png,stego,0.999961
rs,001,0.05,77129.png,stego,0.02892
spa,001,0.05,77129.png,stego,-0.128826
chi,001,0.05,77237.png,stego,1.0
rs,001,0.05,77237.png,stego,-0.044328
spa,001,0.05,77237.png,stego,-0.142204
chi,001,0.05,77925.png,stego,0.98103
rs,001,0.05,77925.png,stego,-0.112415
spa,001,0.05,77925.png,stego,-0.063631
chi,001,0.05,77993.png,stego,0.86086
rs,001,0.05,77993.png,stego,0.042282
spa,001,0.05,77993.png,stego,-0.124002
chi,001,0.05,78194.png,stego,0.39354
rs,001,0.05,78194.png,stego,-0.006568
spa,001,0.05,78194.png,stego,0.007209
chi,001,0.05,78505.png,stego,0.999992
rs,001,0.05,78505.png,stego,-0.064444
spa,001,0.05,78505.png,stego,-0.009758
chi,001,0.05,78908.png,stego,0.074633
rs,001,0.05,78908.png,stego,0.194749
spa,001,0.05,78908.png,stego,0.193735
chi,001,0.05,79277.png,stego,1.0
rs,001,0.05,79277.png,stego,0.048688
spa,001,0.05,79277.png,stego,0.001575
chi,001,0.05,79508.png,stego,0.999998
rs,001,0.05,79508.png,stego,-0.041292
spa,001,0.05,79508.png,stego,-0.025438
chi,001,0.05,79819.png,stego,0.997892
rs,001,0.05,79819.png,stego,0.006264
spa,001,0.05,79819.png,stego,-0.034634
chi,001,0.05,79841.png,stego,0.667451
rs,001,0.05,79841.png,stego,0.021764
spa,001,0.05,79841.png,stego,-0.010322
chi,001,0.1,00054.png,stego,0.052029
rs,001,0.1,00054.png,stego,-0.005427
spa,001,0.1,00054.png,stego,0.001232
chi,001,0.1,00075.png,stego,0.000454
rs,001,0.1,00075.png,stego,0.015257
spa,001,0.1,00075.png,stego,-0.000805
chi,001,0.1,00283.png,stego,0.99726
rs,001,0.1,00283.png,stego,0.070457
spa,001,0.1,00283.png,stego,0.052916
chi,001,0.1,00465.png,stego,7e-06
rs,001,0.1,00465.png,stego,0.004194
spa,001,0.1,00465.png,stego,-0.011378
chi,001,0.1,01221.png,stego,0.998956
rs,001,0.1,01221.png,stego,-0.000916
spa,001,0.1,01221.png,stego,0.054275
chi,001,0.1,01268.png,stego,0.0
rs,001,0.1,01268.png,stego,0.006467
spa,001,0.1,01268.png,stego,0.009868
chi,001,0.1,01935.png,stego,0.0
rs,001,0.1,01935.png,stego,0.075195
spa,001,0.1,01935.png,stego,0.040774
chi,001,0.1,02553.png,stego,0.744657
rs,001,0.1,02553.png,stego,0.009783
spa,001,0.1,02553.png,stego,0.050036
chi,001,0.1,03102.png,stego,0.0
rs,001,0.1,03102.png,stego,0.121612
spa,001,0.1,03102.png,stego,0.105617
chi,001,0.1,03249.png,stego,0.981735
rs,001,0.1,03249.png,stego,0.037785
spa,001,0.1,03249.png,stego,-0.002631
chi,001,0.1,04166.png,stego,0.0
rs,001,0.1,04166.png,stego,0.054477
spa,001,0.1,04166.png,stego,0.123327
chi,001,0.1,04208.png,stego,0.0
rs,001,0.1,04208.png,stego,-0.000116
spa,001,0.1,04208.png,stego,-0.012921
chi,001,0.1,04723.png,stego,0.0
rs,001,0.1,04723.png,stego,-0.015472
spa,001,0.1,04723.png,stego,-0.030307
chi,001,0.1,05230.png,stego,0.057559
rs,001,0.1,05230.png,stego,-0.054732
spa,001,0.1,05230.png,stego,-0.049582
chi,001,0.1,05483.png,stego,0.0
rs,001,0.1,05483.png,stego,0.248319
spa,001,0.1,05483.png,stego,0.204384
chi,001,0.1,05696.png,stego,0.974497
rs,001,0.1,05696.png,stego,-0.076518
spa,001,0.1,05696.png,stego,-0.013614
chi,001,0.1,05818.png,stego,0.81939
rs,001,0.1,05818.png,stego,0.083135
spa,001,0.1,05818.png,stego,0.025682
chi,001,0.1,06007.png,stego,0.0
rs,001,0.1,06007.png,stego,0.058993
spa,001,0.1,06007.png,stego,0.006941
chi,001,0.1,06176.png,stego,0.999995
rs,001,0.1,06176.png,stego,0.032603
spa,001,0.1,06176.png,stego,-0.007939
chi,001,0.1,06573.png,stego,0.0
rs,001,0.1,06573.png,stego,0.169688
spa,001,0.1,06573.png,stego,0.078241
chi,001,0.1,06631.png,stego,0.0
rs,001,0.1,06631.png,stego,0.065449
spa,001,0.1,06631.png,stego,-0.011411
chi,001,0.1,07456.png,stego,0.999898
rs,001,0.1,07456.png,stego,-0.017597
spa,001,0.1,07456.png,stego,-0.023103
chi,001,0.1,07666.png,stego,0.957791
rs,001,0.1,07666.png,stego,-0.001313
spa,001,0.1,07666.png,stego,0.030255
chi,001,0.1,07686.png,stego,0.0
rs,001,0.1,07686.png,stego,0.355851
spa,001,0.1,07686.png,stego,0.242813
chi,001,0.1,07945.png,stego,0.991372
rs,001,0.1,07945.png,stego,0.055839
spa,001,0.1,07945.png,stego,0.032679
chi,001,0.1,07990.png,stego,0.0
rs,001,0.1,07990.png,stego,-0.103425
spa,001,0.1,07990.png,stego,-0.083914
chi,001,0.1,08393.png,stego,0.405425
rs,001,0.1,08393.png,stego,0.006727
spa,001,0.1,08393.png,stego,-0.005273
chi,001,0.1,08835.png,stego,0.991948
rs,001,0.1,08835.png,stego,0.022036
spa,001,0.1,08835.png,stego,0.003173
chi,001,0.1,08908.png,stego,0.0
rs,001,0.1,08908.png,stego,0.005106
spa,001,0.1,08908.png,stego,-0.008665
chi,001,0.1,09017.png,stego,0.0
rs,001,0.1,09017.png,stego,2.162628
spa,001,0.1,09017.png,stego,0.528845
chi,001,0.1,09100.png,stego,0.0
rs,001,0.1,09100.png,stego,0.007298
spa,001,0.1,09100.png,stego,0.022135
chi,001,0.1,09117.png,stego,0.98125
rs,001,0.1,09117.png,stego,-0.002453
spa,001,0.1,09117.png,stego,0.004716
chi,001,0.1,09172.png,stego,0.0
rs,001,0.1,09172.png,stego,-0.005746
spa,001,0.1,09172.png,stego,-0.008308
chi,001,0.1,09359.png,stego,0.0
rs,001,0.1,09359.png,stego,0.048819
spa,001,0.1,09359.png,stego,0.019828
chi,001,0.1,09603.png,stego,0.999977
rs,001,0.1,09603.png,stego,0.034507
spa,001,0.1,09603.png,stego,-0.033381
chi,001,0.1,09863.png,stego,0.995729
rs,001,0.1,09863.png,stego,-0.022586
spa,001,0.1,09863.png,stego,-0.008705
chi,001,0.1,09881.png,stego,0.0
rs,001,0.1,09881.png,stego,-0.015155
spa,001,0.1,09881.png,stego,0.005559
chi,001,0.1,10746.png,stego,0.0
rs,001,0.1,10746.png,stego,1.566285
spa,001,0.1,10746.png,stego,0.566961
chi,001,0.1,11115.png,stego,0.146895
rs,001,0.1,11115.png,stego,-0.052561
spa,001,0.1,11115.png,stego,-0.013771
chi,001,0.1,11396.png,stego,0.0
rs,001,0.1,11396.png,stego,0.05385
spa,001,0.1,11396.png,stego,0.027317
chi,001,0.1,12241.png,stego,0.0
rs,001,0.1,12241.png,stego,0.001798
spa,001,0.1,12241.png,stego,0.013454
chi,001,0.1,12281.png,stego,0.0
rs,001,0.1,12281.png,stego,-0.00093
spa,001,0.1,12281.png,stego,0.024491
chi,001,0.1,12364.png,stego,0.992907
rs,001,0.1,12364.png,stego,-0.01088
spa,001,0.1,12364.png,stego,0.017648
chi,001,0.1,12677.png,stego,0.0
rs,001,0.1,12677.png,stego,0.25298
spa,001,0.1,12677.png,stego,0.171369
chi,001,0.1,12705.png,stego,1.0
rs,001,0.1,12705.png,stego,-2.9e-05
spa,001,0.1,12705.png,stego,-0.066505
chi,001,0.1,12834.png,stego,0.0
rs,001,0.1,12834.png,stego,0.408137
spa,001,0.1,12834.png,stego,0.311414
chi,001,0.1,12900.png,stego,0.999999
rs,001,0.1,12900.png,stego,-0.005946
spa,001,0.1,12900.png,stego,0.045459
chi,001,0.1,13397.png,stego,0.0
rs,001,0.1,13397.png,stego,0.040514
spa,001,0.1,13397.png,stego,0.24504
chi,001,0.1,13948.png,stego,0.0
rs,001,0.1,13948.png,stego,0.028778
spa,001,0.1,13948.png,stego,0.038946
chi,001,0.1,14622.png,stego,0.159279
rs,001,0.1,14622.png,stego,-0.007694
spa,001,0.1,14622.png,stego,0.008502
chi,001,0.1,15015.png,stego,0.0
rs,001,0.1,15015.png,stego,0.00828
spa,001,0.1,15015.png,stego,0.005545
chi,001,0.1,15119.png,stego,0.0
rs,001,0.1,15119.png,stego,0.333388
spa,001,0.1,15119.png,stego,0.244296
chi,001,0.1,16335.png,stego,0.0
rs,001,0.1,16335.png,stego,0.020323
spa,001,0.1,16335.png,stego,0.0377
chi,001,0.1,16362.png,stego,0.0
rs,001,0.1,16362.png,stego,0.007645
spa,001,0.1,16362.png,stego,-0.003783
chi,001,0.1,16484.png,stego,0.999403
rs,001,0.1,16484.png,stego,-0.024656
spa,001,0.1,16484.png,stego,0.021618
chi,001,0.1,16684.png,stego,0.999943
rs,001,0.1,16684.png,stego,0.018745
spa,001,0.1,16684.png,stego,-0.005894
chi,001,0.1,16705.png,stego,0.999978
rs,001,0.1,16705.png,stego,0.017651
spa,001,0.1,16705.png,stego,-0.005544
chi,001,0.1,16829.png,stego,1.0
rs,001,0.1,16829.png,stego,-0.043897
spa,001,0.1,16829.png,stego,-0.031129
chi,001,0.1,17155.png,stego,1.0
rs,001,0.1,17155.png,stego,0.008351
spa,001,0.1,17155.png,stego,-0.104528
chi,001,0.1,17343.png,stego,0.999994
rs,001,0.1,17343.png,stego,0.010152
spa,001,0.1,17343.png,stego,0.016385
chi,001,0.1,17362.png,stego,0.991334
rs,001,0.1,17362.png,stego,0.004016
spa,001,0.1,17362.png,stego,-0.00493
chi,001,0.1,17602.png,stego,0.00075
rs,001,0.1,17602.png,stego,0.0739
spa,001,0.1,17602.png,stego,0.061827
chi,001,0.1,18290.png,stego,0.0
rs,001,0.1,18290.png,stego,0.003557
spa,001,0.1,18290.png,stego,0.003727
chi,001,0.1,18374.png,stego,0.0
rs,001,0.1,18374.png,stego,0.019335
spa,001,0.1,18374.png,stego,0.026034
chi,001,0.1,18727.png,stego,0.996006
rs,001,0.1,18727.png,stego,-0.006399
spa,001,0.1,18727.png,stego,0.002866
chi,001,0.1,19411.png,stego,0.681558
rs,001,0.1,19411.png,stego,-0.084587
spa,001,0.1,19411.png,stego,-0.055164
chi,001,0.1,20033.png,stego,0.0
rs,001,0.1,20033.png,stego,-0.003597
spa,001,0.1,20033.png,stego,0.003307
chi,001,0.1,20034.png,stego,0.99885
rs,001,0.1,20034.png,stego,-0.008076
spa,001,0.1,20034.png,stego,0.005569
chi,001,0.1,20290.png,stego,0.000136
rs,001,0.1,20290.png,stego,-0.014559
spa,001,0.1,20290.png,stego,-0.000406
chi,001,0.1,20867.png,stego,0.0
rs,001,0.1,20867.png,stego,0.015602
spa,001,0.1,20867.png,stego,0.023092
chi,001,0.1,20927.png,stego,0.0
rs,001,0.1,20927.png,stego,-0.019638
spa,001,0.1,20927.png,stego,0.005642
chi,001,0.1,20970.png,stego,2e-06
rs,001,0.1,20970.png,stego,0.034425
spa,001,0.1,20970.png,stego,0.056978
chi,001,0.1,21175.png,stego,0.999905
rs,001,0.1,21175.png,stego,0.050782
spa,001,0.1,21175.png,stego,0.020023
chi,001,0.1,21179.png,stego,0.0
rs,001,0.1,21179.png,stego,0.020011
spa,001,0.1,21179.png,stego,-0.009462
chi,001,0.1,21320.png,stego,0.0
rs,001,0.1,21320.png,stego,0.000768
spa,001,0.1,21320.png,stego,-0.007248
chi,001,0.1,21580.png,stego,0.814014
rs,001,0.1,21580.png,stego,-0.013392
spa,001,0.1,21580.png,stego,0.033341
chi,001,0.1,23207.png,stego,0.0
rs,001,0.1,23207.png,stego,0.090601
spa,001,0.1,23207.png,stego,0.083201
chi,001,0.1,23417.png,stego,0.0
rs,001,0.1,23417.png,stego,-0.011929
spa,001,0.1,23417.png,stego,0.005629
chi,001,0.1,24051.png,stego,0.0
rs,001,0.1,24051.png,stego,-0.007444
spa,001,0.1,24051.png,stego,0.005304
chi,001,0.1,24958.png,stego,0.958917
rs,001,0.1,24958.png,stego,0.011302
spa,001,0.1,24958.png,stego,0.002369
chi,001,0.1,25145.png,stego,0.0
rs,001,0.1,25145.png,stego,0.035519
spa,001,0.1,25145.png,stego,0.015561
chi,001,0.1,25314.png,stego,0.0
rs,001,0.1,25314.png,stego,-0.018175
spa,001,0.1,25314.png,stego,0.018766
chi,001,0.1,26159.png,stego,0.0
rs,001,0.1,26159.png,stego,-0.003583
spa,001,0.1,26159.png,stego,0.008459
chi,001,0.1,26366.png,stego,0.0
rs,001,0.1,26366.png,stego,0.282679
spa,001,0.1,26366.png,stego,0.185396
chi,001,0.1,27461.png,stego,0.0
rs,001,0.1,27461.png,stego,0.162119
spa,001,0.1,27461.png,stego,0.120601
chi,001,0.1,27608.png,stego,0.0
rs,001,0.1,27608.png,stego,-0.002865
spa,001,0.1,27608.png,stego,-0.013062
chi,001,0.1,27654.png,stego,0.0
rs,001,0.1,27654.png,stego,-0.001297
spa,001,0.1,27654.png,stego,0.002142
chi,001,0.1,27761.png,stego,0.0
rs,001,0.1,27761.png,stego,0.031999
spa,001,0.1,27761.png,stego,0.01989
chi,001,0.1,27939.png,stego,0.0
rs,001,0.1,27939.png,stego,0.312905
spa,001,0.1,27939.png,stego,0.216752
chi,001,0.1,28535.png,stego,0.006269
rs,001,0.1,28535.png,stego,0.014955
spa,001,0.1,28535.png,stego,0.013022
chi,001,0.1,28747.png,stego,0.039284
rs,001,0.1,28747.png,stego,0.075525
spa,001,0.1,28747.png,stego,0.122051
chi,001,0.1,28865.png,stego,0.0
rs,001,0.1,28865.png,stego,0.007937
spa,001,0.1,28865.png,stego,0.008054
chi,001,0.1,28894.png,stego,0.995637
rs,001,0.1,28894.png,stego,-0.002887
spa,001,0.1,28894.png,stego,-0.001653
chi,001,0.1,29257.png,stego,0.999999
rs,001,0.1,29257.png,stego,0.020901
spa,001,0.1,29257.png,stego,0.05087
chi,001,0.1,29452.png,stego,0.0
rs,001,0.1,29452.png,stego,0.040795
spa,001,0.1,29452.png,stego,0.01835
chi,001,0.1,29872.png,stego,0.132435
rs,001,0.1,29872.png,stego,0.031999
spa,001,0.1,29872.png,stego,0.066224
chi,001,0.1,30008.png,stego,0.0
rs,001,0.1,30008.png,stego,-0.021254
spa,001,0.1,30008.png,stego,0.024298
chi,001,0.1,30022.png,stego,0.947958
rs,001,0.1,30022.png,stego,0.012392
spa,001,0.1,30022.png,stego,7.8e-05
chi,001,0.1,30496.png,stego,0.323988
rs,001,0.1,30496.png,stego,-0.018134
spa,001,0.1,30496.png,stego,-0.016869
chi,001,0.1,31030.png,stego,0.999961
rs,001,0.1,31030.png,stego,-0.008413
spa,001,0.1,31030.png,stego,-0.012898
chi,001,0.1,31286.png,stego,0.0
rs,001,0.1,31286.png,stego,0.06086
spa,001,0.1,31286.png,stego,0.017935
chi,001,0.1,31386.png,stego,0.0
rs,001,0.1,31386.png,stego,-0.009242
spa,001,0.1,31386.png,stego,0.022069
chi,001,0.1,32528.png,stego,0.999999
rs,001,0.1,32528.png,stego,0.059738
spa,001,0.1,32528.png,stego,-0.023227
chi,001,0.1,32707.png,stego,0.0
rs,001,0.1,32707.png,stego,0.517141
spa,001,0.1,32707.png,stego,0.209322
chi,001,0.1,32954.png,stego,1.0
rs,001,0.1,32954.png,stego,0.049326
spa,001,0.1,32954.png,stego,0.046574
chi,001,0.1,34238.png,stego,1.0
rs,001,0.1,34238.png,stego,0.0249
spa,001,0.1,34238.png,stego,0.034064
chi,001,0.1,34439.png,stego,0.885819
rs,001,0.1,34439.png,stego,0.004389
spa,001,0.1,34439.png,stego,-0.006456
chi,001,0.1,34523.png,stego,0.999994
rs,001,0.1,34523.png,stego,0.003756
spa,001,0.1,34523.png,stego,-0.081631
chi,001,0.1,34719.png,stego,0.0
rs,001,0.1,34719.png,stego,-0.007908
spa,001,0.1,34719.png,stego,-0.030921
chi,001,0.1,34761.png,stego,0.0
rs,001,0.1,34761.png,stego,-0.009078
spa,001,0.1,34761.png,stego,-0.008681
chi,001,0.1,34796.png,stego,0.0
rs,001,0.1,34796.png,stego,0.340918
spa,001,0.1,34796.png,stego,0.344541
chi,001,0.1,34971.png,stego,0.0
rs,001,0.1,34971.png,stego,0.000861
spa,001,0.1,34971.png,stego,-0.004801
chi,001,0.1,34974.png,stego,0.0
rs,001,0.1,34974.png,stego,0.333729
spa,001,0.1,34974.png,stego,0.307879
chi,001,0.1,34994.png,stego,0.0
rs,001,0.1,34994.png,stego,-0.00867
spa,001,0.1,34994.png,stego,0.000321
chi,001,0.1,35698.png,stego,0.0
rs,001,0.1,35698.png,stego,-0.040119
spa,001,0.1,35698.png,stego,-0.024123
chi,001,0.1,36435.png,stego,3.2e-05
rs,001,0.1,36435.png,stego,-0.001935
spa,001,0.1,36435.png,stego,0.026375
chi,001,0.1,36586.png,stego,0.0
rs,001,0.1,36586.png,stego,0.0144
spa,001,0.1,36586.png,stego,0.021531
chi,001,0.1,37197.png,stego,0.0
rs,001,0.1,37197.png,stego,0.019179
spa,001,0.1,37197.png,stego,-0.024296
chi,001,0.1,37389.png,stego,2.4e-05
rs,001,0.1,37389.png,stego,0.041863
spa,001,0.1,37389.png,stego,0.017255
chi,001,0.1,38428.png,stego,0.0
rs,001,0.1,38428.png,stego,-0.004734
spa,001,0.1,38428.png,stego,-0.001414
chi,001,0.1,38470.png,stego,1.0
rs,001,0.1,38470.png,stego,0.028995
spa,001,0.1,38470.png,stego,-0.041763
chi,001,0.1,38891.png,stego,0.0
rs,001,0.1,38891.png,stego,0.241201
spa,001,0.1,38891.png,stego,0.218538
chi,001,0.1,39118.png,stego,0.0
rs,001,0.1,39118.png,stego,0.010328
spa,001,0.1,39118.png,stego,0.008187
chi,001,0.1,39241.png,stego,0.467444
rs,001,0.1,39241.png,stego,-0.006475
spa,001,0.1,39241.png,stego,-0.013388
chi,001,0.1,39652.png,stego,0.0
rs,001,0.1,39652.png,stego,-0.010495
spa,001,0.1,39652.png,stego,-0.004641
chi,001,0.1,39830.png,stego,0.002125
rs,001,0.1,39830.png,stego,-0.00041
spa,001,0.1,39830.png,stego,-0.053793
chi,001,0.1,40405.png,stego,0.63753
rs,001,0.1,40405.png,stego,0.004479
spa,001,0.1,40405.png,stego,-0.029796
chi,001,0.1,40688.png,stego,0.0
rs,001,0.1,40688.png,stego,0.000556
spa,001,0.1,40688.png,stego,0.006888
chi,001,0.1,40858.png,stego,1.0
rs,001,0.1,40858.png,stego,0.134178
spa,001,0.1,40858.png,stego,0.198921
chi,001,0.1,41105.png,stego,0.983496
rs,001,0.1,41105.png,stego,0.018726
spa,001,0.1,41105.png,stego,0.003784
chi,001,0.1,41115.png,stego,0.039164
rs,001,0.1,41115.png,stego,-0.011805
spa,001,0.1,41115.png,stego,-0.021423
chi,001,0.1,41146.png,stego,0.999921
rs,001,0.1,41146.png,stego,0.016599
spa,001,0.1,41146.png,stego,-0.003085
chi,001,0.1,41181.png,stego,0.993708
rs,001,0.1,41181.png,stego,0.027708
spa,001,0.1,41181.png,stego,-0.025984
chi,001,0.1,41246.png,stego,0.000137
rs,001,0.1,41246.png,stego,-0.030656
spa,001,0.1,41246.png,stego,-0.010982
chi,001,0.1,41468.png,stego,0.0
rs,001,0.1,41468.png,stego,1.193537
spa,001,0.1,41468.png,stego,0.543069
chi,001,0.1,42488.png,stego,0.0
rs,001,0.1,42488.png,stego,0.066147
spa,001,0.1,42488.png,stego,0.079785
chi,001,0.1,42505.png,stego,0.026083
rs,001,0.1,42505.png,stego,-0.022968
spa,001,0.1,42505.png,stego,-0.016616
chi,001,0.1,42754.png,stego,0.0
rs,001,0.1,42754.png,stego,-0.00132
spa,001,0.1,42754.png,stego,-0.006434
chi,001,0.1,43280.png,stego,1.0
rs,001,0.1,43280.png,stego,0.122887
spa,001,0.1,43280.png,stego,0.069221
chi,001,0.1,43405.png,stego,0.0
rs,001,0.1,43405.png,stego,0.087329
spa,001,0.1,43405.png,stego,0.058001
chi,001,0.1,43934.png,stego,0.0
rs,001,0.1,43934.png,stego,0.002719
spa,001,0.1,43934.png,stego,0.013797
chi,001,0.1,44588.png,stego,0.999799
rs,001,0.1,44588.png,stego,0.044717
spa,001,0.1,44588.png,stego,0.055192
chi,001,0.1,44598.png,stego,0.0
rs,001,0.1,44598.png,stego,0.015896
spa,001,0.1,44598.png,stego,0.001176
chi,001,0.1,45310.png,stego,0.0
rs,001,0.1,45310.png,stego,-0.006305
spa,001,0.1,45310.png,stego,0.007473
chi,001,0.1,45746.png,stego,0.0
rs,001,0.1,45746.png,stego,-0.047397
spa,001,0.1,45746.png,stego,-0.042827
chi,001,0.1,46026.png,stego,0.0
rs,001,0.1,46026.png,stego,0.270995
spa,001,0.1,46026.png,stego,0.200244
chi,001,0.1,46358.png,stego,0.999184
rs,001,0.1,46358.png,stego,-0.03651
spa,001,0.1,46358.png,stego,-0.070872
chi,001,0.1,46899.png,stego,0.0
rs,001,0.1,46899.png,stego,-0.013651
spa,001,0.1,46899.png,stego,-0.011322
chi,001,0.1,47053.png,stego,1e-06
rs,001,0.1,47053.png,stego,-0.015418
spa,001,0.1,47053.png,stego,0.007025
chi,001,0.1,47448.png,stego,0.0
rs,001,0.1,47448.png,stego,0.007939
spa,001,0.1,47448.png,stego,0.012418
chi,001,0.1,47577.png,stego,0.0
rs,001,0.1,47577.png,stego,0.020354
spa,001,0.1,47577.png,stego,0.019105
chi,001,0.1,47740.png,stego,0.0
rs,001,0.1,47740.png,stego,-0.011509
spa,001,0.1,47740.png,stego,0.012012
chi,001,0.1,47796.png,stego,0.0
rs,001,0.1,47796.png,stego,0.00385
spa,001,0.1,47796.png,stego,-0.000994
chi,001,0.1,47820.png,stego,0.968541
rs,001,0.1,47820.png,stego,0.003953
spa,001,0.1,47820.png,stego,0.054383
chi,001,0.1,48945.png,stego,0.999879
rs,001,0.1,48945.png,stego,0.104848
spa,001,0.1,48945.png,stego,0.04797
chi,001,0.1,49673.png,stego,0.0
rs,001,0.1,49673.png,stego,0.000938
spa,001,0.1,49673.png,stego,-0.001603
chi,001,0.1,49736.png,stego,0.0
rs,001,0.1,49736.png,stego,0.010634
spa,001,0.1,49736.png,stego,0.020382
chi,001,0.1,50141.png,stego,0.0
rs,001,0.1,50141.png,stego,0.278375
spa,001,0.1,50141.png,stego,0.200342
chi,001,0.1,50489.png,stego,0.0
rs,001,0.1,50489.png,stego,0.168878
spa,001,0.1,50489.png,stego,0.09636
chi,001,0.1,51174.png,stego,0.997385
rs,001,0.1,51174.png,stego,0.000935
spa,001,0.1,51174.png,stego,0.025219
chi,001,0.1,51857.png,stego,0.045448
rs,001,0.1,51857.png,stego,0.004155
spa,001,0.1,51857.png,stego,-0.006676
chi,001,0.1,51877.png,stego,0.133515
rs,001,0.1,51877.png,stego,-0.020088
spa,001,0.1,51877.png,stego,-0.007362
chi,001,0.1,52228.png,stego,0.0
rs,001,0.1,52228.png,stego,0.065423
spa,001,0.1,52228.png,stego,0.058738
chi,001,0.1,52297.png,stego,0.0
rs,001,0.1,52297.png,stego,0.148115
spa,001,0.1,52297.png,stego,0.105298
chi,001,0.1,52566.png,stego,0.161669
rs,001,0.1,52566.png,stego,0.028119
spa,001,0.1,52566.png,stego,0.004923
chi,001,0.1,52744.png,stego,0.0
rs,001,0.1,52744.png,stego,0.125873
spa,001,0.1,52744.png,stego,0.112962
chi,001,0.1,52773.png,stego,0.0
rs,001,0.1,52773.png,stego,0.38907
spa,001,0.1,52773.png,stego,0.328876
chi,001,0.1,53270.png,stego,0.999892
rs,001,0.1,53270.png,stego,-0.01874
spa,001,0.1,53270.png,stego,0.025983
chi,001,0.1,53355.png,stego,0.0
rs,001,0.1,53355.png,stego,0.023359
spa,001,0.1,53355.png,stego,0.069984
chi,001,0.1,53529.png,stego,0.0
rs,001,0.1,53529.png,stego,0.044947
spa,001,0.1,53529.png,stego,0.058189
chi,001,0.1,53965.png,stego,0.0
rs,001,0.1,53965.png,stego,-0.002412
spa,001,0.1,53965.png,stego,-0.001737
chi,001,0.1,54041.png,stego,0.0
rs,001,0.1,54041.png,stego,0.07493
spa,001,0.1,54041.png,stego,0.088117
chi,001,0.1,54988.png,stego,0.018564
rs,001,0.1,54988.png,stego,-0.002424
spa,001,0.1,54988.png,stego,-0.028882
chi,001,0.1,55109.png,stego,0.0
rs,001,0.1,55109.png,stego,-0.016918
spa,001,0.1,55109.png,stego,0.005422
chi,001,0.1,55303.png,stego,0.0
rs,001,0.1,55303.png,stego,-0.002053
spa,001,0.1,55303.png,stego,-0.012087
chi,001,0.1,55393.png,stego,0.0
